# Date: 18-09-18 12:17 
# Contributions at Qvalues 
# N in 1/kg/yr  
# row: sum of all sectors in detector (1 to 9) 
#
# N_116Cd 	# N_130Te 	
0.0+/-0 	0.0000+/-0.0006
0.0+/-0 	0.0001+/-0.0008
0.0+/-0 	0.0001+/-0.0010
0.0000+/-0.0012 	0.0001+/-0.0008
0.0+/-0 	0.0002+/-0.0009
0.00084+/-0.00035 	0.00105+/-0.00031
0.0008+/-0.0004 	0.00109+/-0.00030
0.0007+/-0.0004 	0.00123+/-0.00028
0.0007+/-0.0004 	0.00109+/-0.00030
