# Date: 18-09-18 12:15 
# Contributions at Qvalues 
# N in 1/kg/yr  
# row: sum of all sectors in detector (1 to 9) 
#
# N_116Cd 	# N_130Te 	
0.000+/-0.011 	0.001+/-0.008
0.000+/-0.004 	0.001+/-0.005
0.000+/-0.006 	0.001+/-0.008
0.000+/-0.006 	0.001+/-0.006
0.0+/-0 	0.001+/-0.006
0.0+/-0 	0.001+/-0.007
0.000+/-0.006 	0.001+/-0.006
0.0+/-0 	0.001+/-0.006
0.000+/-0.009 	0.001+/-0.006
