# Date: 18-09-18 12:17 
# Contributions at Qvalues 
# N in 1/kg/yr  
# row: sum of all sectors in detector (1 to 9) 
#
# N_116Cd 	# N_130Te 	
0.0018+/-0.0018 	0.0018+/-0.0019
0.0022+/-0.0016 	0.0024+/-0.0015
0.0019+/-0.0018 	0.0019+/-0.0019
0.0017+/-0.0018 	0.0022+/-0.0016
0.0021+/-0.0017 	0.0021+/-0.0017
0.0+/-0 	0.000+/-0.005
0.0+/-0 	0.0000+/-0.0032
0.0+/-0 	0.0000+/-0.0032
0.0+/-0 	0.0000+/-0.0032
