# Date: 18-09-18 12:14 
# Contributions at Qvalues 
# N in 1/kg/yr  
# row: sum of all sectors in detector (1 to 9) 
#
# N_116Cd 	# N_130Te 	
0.0088+/-0.0008 	0.0091+/-0.0008
0.0087+/-0.0008 	0.0079+/-0.0008
0.0088+/-0.0008 	0.0089+/-0.0008
0.0085+/-0.0008 	0.0087+/-0.0008
0.0079+/-0.0008 	0.0082+/-0.0008
0.0+/-0 	0.0002+/-0.0029
0.0+/-0 	0.000+/-0.004
0.0+/-0 	0.000+/-0.005
0.0+/-0 	0.0000+/-0.0032
