# Date: 18-09-18 12:15 
# Contributions at Qvalues 
# N in 1/kg/yr  
# row: sum of all sectors in detector (1 to 9) 
#
# N_116Cd 	# N_130Te 	
0.0055+/-0.0010 	0.0055+/-0.0010
0.0059+/-0.0010 	0.0052+/-0.0010
0.0055+/-0.0010 	0.0059+/-0.0010
0.0056+/-0.0010 	0.0055+/-0.0010
0.0056+/-0.0010 	0.0053+/-0.0010
0.0000+/-0.0032 	0.000+/-0.004
0.0+/-0 	0.0+/-0
0.0+/-0 	0.0+/-0
0.0+/-0 	0.0000+/-0.0032
