# Date: 18-09-18 12:14 
# Contributions at Qvalues 
# N in 1/kg/yr  
# row: sum of all sectors in detector (1 to 9) 
#
# N_116Cd 	# N_130Te 	
0.01+/-0.30 	0.00+/-0.24
0.01+/-0.21 	0.01+/-0.27
0.01+/-0.21 	0.01+/-0.24
0.00+/-0.17 	0.00+/-0.17
0.01+/-0.21 	0.01+/-0.30
0.01+/-0.18 	0.01+/-0.21
0.01+/-0.26 	0.01+/-0.23
0.00+/-0.24 	0.01+/-0.30
0.00+/-0.17 	0.00+/-0.24
