# Date: 18-09-18 12:17 
# Contributions at Qvalues 
# N in 1/kg/yr  
# row: sum of all sectors in detector (1 to 9) 
#
# N_116Cd 	# N_130Te 	
0.0009+/-0.0007 	0.0017+/-0.0005
0.0009+/-0.0007 	0.0015+/-0.0005
0.0011+/-0.0006 	0.0016+/-0.0005
0.0010+/-0.0006 	0.0016+/-0.0005
0.0010+/-0.0007 	0.0016+/-0.0005
0.0+/-0 	0.0003+/-0.0013
0.0+/-0 	0.0002+/-0.0019
0.0+/-0 	0.0002+/-0.0021
0.0+/-0 	0.0001+/-0.0018
