# Date: 18-09-18 12:14 
# Contributions at Qvalues 
# N in 1/kg/yr  
# row: sum of all sectors in detector (1 to 9) 
#
# N_116Cd 	# N_130Te 	
0.0+/-0 	0.0+/-0
0.0+/-0 	0.000+/-0.004
0.000+/-0.004 	0.0001+/-0.0027
0.000+/-0.005 	0.0001+/-0.0027
0.0+/-0 	0.000+/-0.005
0.0099+/-0.0009 	0.0102+/-0.0009
0.0106+/-0.0009 	0.0103+/-0.0009
0.0110+/-0.0009 	0.0102+/-0.0009
0.0111+/-0.0009 	0.0109+/-0.0009
