# Date: 18-09-18 12:18 
# Contributions at Qvalues 
# N in 1/kg/yr  
# row: sum of all sectors in detector (1 to 9) 
#
# N_116Cd 	# N_130Te 	
0.0001+/-0.0022 	0.0007+/-0.0008
0.0000+/-0.0014 	0.0006+/-0.0009
0.0000+/-0.0019 	0.0005+/-0.0010
0.0001+/-0.0019 	0.0005+/-0.0010
0.0000+/-0.0010 	0.0005+/-0.0009
0.0+/-0 	0.0002+/-0.0018
0.0+/-0 	0.0001+/-0.0018
0.0+/-0 	0.0001+/-0.0014
0.0+/-0 	0.0000+/-0.0014
